;Ochsenheimeria vacculella
;Ochsenheimeria urella
;Ochsenheimeria taurella
;Nyctegretis lineana
;Notocelia trimaculana
;Notocelia tetragonana
;Notocelia rosaecolana
;Notocelia roborana
;Notocelia incarnatana
;Notocelia cynosbatella
;Nothris verbascella
;Nothris congressariella
;Nomophila nearctica
;Niditinea striolella
;Nephopterix angustella
;Neosphaleroptera nubilana
;Neofriseria singula
;Neofriseria peliella
;Neofaculta ericetella
;Nemophora minimella
;Nemophora metallica
;Nemophora fasciella
;Nemophora degeerella
;Nemophora cupriacella
;Nemaxera betulinella
;Nematopogon swammerdamella
;Nematopogon schwarziellus
;Nematopogon pilella
;Nematopogon metaxella
;Nematopogon magna
;Nemapogon variatella
;Nemapogon ruricolella
;Nemapogon picarella
;Nemapogon koenigi
;Nemapogon clematella
;Nascia cilialis
;Narycia duplicella
;Myrmecozela ochraceella
;Mussidia nigrivenella
;Musotima nitidalis
;Morophaga choragella
;Monopis weaverella
;Monopis obviella
;Monopis monachella
;Monopis imella
;Monopis fenestratella
;Monopis crocicapitella
;Monochroa tetragonella
;Monochroa tenebrella
;Monochroa suffusella
;Monochroa palustrellus
;Monochroa niphognatha
;Monochroa moyses
;Monochroa lutulentella
;Monochroa lucidella
;Monochroa hornigi
;Monochroa elongella
;Monochroa divisella
;Monochroa cytisella
;Monochroa conspersella
;Monochroa arundinetella
;Mompha terminella
;Mompha subbistrigella
;Mompha sturnipennella
;Mompha raschkiella
;Mompha propinquella
;Mompha ochraceella
;Mompha miscella
;Mompha locupletella
;Mompha langiella
;Mompha lacteella
;Mompha jurassicella
;Mompha epilobiella
;Mompha divisella
;Mompha conturbatella
;Mompha bradleyi
;Moitrelia obductella
;Mirificarma mulinella
;Mirificarma lentiginosella
;Micropterix tunbergella
;Micropterix mansuetella
;Micropterix calthella
;Micropterix aureatella
;Micropterix aruncella
;Metzneria neuropterella
;Metzneria metzneriella
;Metzneria littorella
;Metzneria lappella
;Metzneria aprilella
;Metzneria aestivella
;Metaxmeste phrygialis
;Metalampra italica
;Mesophleps silacella
;Mecyna flavalis
;Mecyna asinalis
;Matilella fusca
;Manduca sexta
;Lyonetia prunifoliella
;Luquetia lobella
;Luffia lapidella
;Luffia ferchaultella
;Lozotaeniodes formosana
;Lozotaenia subocellana
;Lozotaenia forsterana
;Loxostege sticticalis
;Lobesia reliquana
;Lobesia occidentis
;Lobesia littoralis
;Lobesia abscisana
;Lindera tessellatella
;Limnaecia phragmitella
;Levipalpus hepatariella
;Leucospilapteryx omissella
;Leucoptera spartifoliella
;Leucoptera sinuella
;Leucoptera lotella
;Leucoptera lathyrifoliella
;Leucinodes vagans
;Leucinodes orbonalis
;Leucania commoides
;Lathronympha strigana
;Lampronia pubicornis
;Lampronia morosa
;Lampronia luzella
;Lampronia fuscatella
;Lampronia flavimitrella
;Lacinipolia laudabilis
;Kessleria saxifragae
;Kessleria fasciapennella
;Isotrias rectifasciana
;Isophrictis striatella
;Ischnoscia borreonella
;Infurcitinea captans
;Infurcitinea argentimaculella
;Infurcitinea albicomella
;Incurvaria praelatella
;Incurvaria pectinea
;Incurvaria oehlmanniella
;Incurvaria masculella
;Hysterophora maculosana
;Hypsopygia glaucinalis
;Hypochalcia ahenella
;Hypercompe scribonia
;Hypercallia citrinalis
;Hypatopa binotella
;Hypatima rhomboidella
;Homoeosoma sinuella
;Homoeosoma nimbella
;Homoeosoma nebulella
;Hodebertia testalis
;Herpetogramma centrostrigalis
;Heliozela sericiella
;Heliozela resplendella
;Heliozela hammoniella
;Heliodines roesella
;Helcystogramma rufescens
;Helcystogramma lutatella
;Hedya salicella
;Hedya ochroleucana
;Hedya atropunctana
;Harpella forficella
;Haplotinea insectella
;Haplotinea ditella
;Halysidota moeschleri
;Gypsonoma sociana
;Gypsonoma oppressana
;Gypsonoma nitidulana
;Gypsonoma minutana
;Gypsonoma dealbana
;Gypsonoma aceriana
;Gynnidomorpha vectisana
;Gynnidomorpha minimana
;Gynnidomorpha luridana
;Gynnidomorpha alismana
;Gymnancyla canella
;Grapholita tenebrosana
;Grapholita pallifrontana
;Grapholita orobana
;Grapholita lunulana
;Grapholita lobarzewskii
;Grapholita lathyrana
;Grapholita jungiella
;Grapholita janthinana
;Grapholita internana
;Grapholita gemmiferana
;Grapholita compositella
;Grapholita caecana
;Gracillaria syringella
;Gnorimoschema streliciella
;Glyphipterix thrasonella
;Glyphipterix schoenicolella
;Glyphipterix haworthana
;Glyphipterix fuscoviridella
;Glyphipterix forsterella
;Glyphipterix equitella
;Gibberifera simplana
;Gelechia turpella
;Gelechia sororculella
;Gelechia senticetella
;Gelechia scotinella
;Gelechia sabinellus
;Gelechia rhombella
;Gelechia nigra
;Gelechia muscosella
;Gelechia hippophaella
;Gelechia cuneatella
;Friedlanderia cicatricella
;Falseuncaria ruficiliana
;Falseuncaria degreyana
;Exoteleia dodecella
;Exapate congelatella
;Exaeretia ciniflonella
;Exaeretia allisella
;Evergestis pallidata
;Evergestis limbata
;Evergestis extimalis
;Euzophera pinguis
;Euzophera osseatella
;Euzophera cinerosella
;Euzophera bigella
;Euspilapteryx auroguttella
;Eurhodope cirrigerella
;Eupoecilia angustana
;Euplocamus anthracinalis
;Eulia ministrana
;Eulamprotes wilkella
;Eulamprotes unicolorella
;Eulamprotes immaculatella
;Eulamprotes atrella
;Euhyponomeuta stannella
;Eugnosta lathoniana
;Eudryas staejohannis
;Eudonia truncicolella
;Eudonia pallida
;Eudonia murana
;Eudonia mercurella
;Eudonia lineola
;Eudonia lacustrata
;Eudonia delunella
;Eudonia angustea
;Eudonia alpina
;Eudemis profundana
;Eudemis porphyrana
;Eudarcia richardsoni
;Eucosmomorpha albersana
;Eucosma tripoliana
;Eucosma rubescana
;Eucosma pupillana
;Eucosma parvulana
;Eucosma obumbratana
;Eucosma metzneriana
;Eucosma lacteana
;Eucosma hohenwartiana
;Eucosma conterminana
;Eucosma cana
;Eucosma campoliliana
;Eucosma aspidiscana
;Eucosma aemulana
;Euclemensia woodiella
;Euchromius ocellea
;Euchromius cambridgei
;Etiella zinckenella
;Ethmia terminella
;Ethmia quadrillella
;Ethmia pyrausta
;Ethmia pusiella
;Ethmia dodecea
;Ethmia bipunctella
;Esperia sulphurella
;Eriopsela quadrana
;Eriocrania unimaculella
;Eriocrania sparrmannella
;Eriocrania semipurpurella
;Eriocrania sangii
;Eriocrania salopiella
;Eriocrania cicatricella
;Epischnia asteris
;Epinotia trigonella
;Epinotia tetraquetrana
;Epinotia tedella
;Epinotia subocellana
;Epinotia sordidana
;Epinotia solandriana
;Epinotia signatana
;Epinotia rubiginosana
;Epinotia ramella
;Epinotia pygmaeana
;Epinotia nisella
;Epinotia nigricana
;Epinotia nemorivaga
;Epinotia nanana
;Epinotia mercuriana
;Epinotia maculana
;Epinotia immundana
;Epinotia granitana
;Epinotia fraternana
;Epinotia demarniana
;Epinotia crenana
;Epinotia cinereana
;Epinotia caprana
;Epinotia brunnichana
;Epinotia bilunana
;Epinotia abbreviana
;Epichnopterix plumella
;Epicallima formosella
;Epiblema turbidana
;Epiblema sticticana
;Epiblema scutulana
;Epiblema grandaevana
;Epiblema foenella
;Epiblema costipunctana
;Epiblema cnicicolana
;Epiblema cirsiana
;Ephestia woodiella
;Epermenia profugella
;Epermenia insecurella
;Epermenia farreni
;Epermenia falciformis
;Epermenia chaerophyllella
;Epermenia aequidentellus
;Epagoge grotiana
;Enteucha acetosae
;Endotricha flammealis
;Endotricha consobrinalis
;Endothenia ustulana
;Endothenia quadrimaculana
;Endothenia pullana
;Endothenia oblongana
;Endothenia nigricostana
;Endothenia marginana
;Endothenia gentianaeana
;Endothenia ericetana
;Elophila obliteralis
;Elophila melagynalis
;Elophila manilensis
;Elophila difflualis
;Elegia similella
;Elegia fallax
;Elachista utonella
;Elachista unifasciella
;Elachista triseriatella
;Elachista triatomea
;Elachista trapeziella
;Elachista tengstromi
;Elachista subocellea
;Elachista subnigrella
;Elachista subalbidella
;Elachista stabilella
;Elachista serricornis
;Elachista scirpi
;Elachista rufocinerea
;Elachista regificella
;Elachista pomerana
;Elachista poae
;Elachista orstadii
;Elachista obliquella
;Elachista nobilella
;Elachista maculicerusella
;Elachista luticomella
;Elachista littoricola
;Elachista kilmunella
;Elachista humilis
;Elachista gleichenella
;Elachista geminatella
;Elachista gangabella
;Elachista freyerella
;Elachista eskoi
;Elachista eleochariella
;Elachista consortella
;Elachista collitella
;Elachista cingillella
;Elachista cinereopunctella
;Elachista canapennella
;Elachista cahorsensis
;Elachista bisulcella
;Elachista biatomella
;Elachista bedellella
;Elachista atricomella
;Elachista argentella
;Elachista apicipunctella
;Elachista alpinella
;Elachista albifrontella
;Elachista albidella
;Elachista adscitella
;Eidophasia messingiella
;Ectoedemia weaveri
;Ectoedemia turbidella
;Ectoedemia subbimaculella
;Ectoedemia spinosella
;Ectoedemia sericopeza
;Ectoedemia septembrella
;Ectoedemia rubivora
;Ectoedemia quinquella
;Ectoedemia occultella
;Ectoedemia minimella
;Ectoedemia louisella
;Ectoedemia longicaudella
;Ectoedemia intimella
;Ectoedemia heringi
;Ectoedemia heringella
;Ectoedemia heckfordi
;Ectoedemia hannoverella
;Ectoedemia erythrogenella
;Ectoedemia decentella
;Ectoedemia atrifrontella
;Ectoedemia atricollis
;Ectoedemia argyropeza
;Ectoedemia arcuatella
;Ectoedemia angulifasciella
;Ectoedemia amani
;Ectoedemia albifasciella
;Ectoedemia agrimoniae
;Eccopisa effractella
;Earias vittella
;Eana penziana
;Eana osseana
;Eana incanana
;Eana argentana
;Dystebenna stephensi
;Dyseriocrania subpurpurella
;Duponchelia fovealis
;Dryadaula pactolia
;Donacaula mucronella
;Donacaula forficella
;Dolicharthria punctalis
;Diurnea lipsiella
;Diurnea fagella
;Diplopseustis perieresalis
;Diplodoma laichartingella
;Diphthera festiva
;Dioryctria sylvestrella
;Dioryctria simplicella
;Dioryctria schuetzeella
;Dioryctria abietella
;Digitivalva pulicariae
;Digitivalva perlepidella
;Dichrorampha vancouverana
;Dichrorampha sylvicolana
;Dichrorampha simpliciana
;Dichrorampha sequana
;Dichrorampha senectana
;Dichrorampha sedatana
;Dichrorampha plumbana
;Dichrorampha plumbagana
;Dichrorampha petiverella
;Dichrorampha montanana
;Dichrorampha flavidorsana
;Dichrorampha consortana
;Dichrorampha alpinana
;Dichrorampha aeratana
;Dichrorampha acuminatana
;Dichomeris ustalella
;Dichomeris juniperella
;Dichomeris derasella
;Dichomeris alacella
;Diasemiopsis ramburialis
;Diasemia reticularis
;Diasemia accalis
;Diaphania indica
;Dialectica scalariella
;Dialectica imperialella
;Depressaria ultimella
;Depressaria sordidatella
;Depressaria silesiaca
;Depressaria pulcherrimella
;Depressaria pimpinellae
;Depressaria olerella
;Depressaria emeritella
;Depressaria douglasella
;Depressaria discipunctella
;Depressaria depressana
;Depressaria daucella
;Depressaria chaerophylli
;Depressaria badiella
;Depressaria albipunctella
;Denisia subaquilea
;Denisia similella
;Denisia augustella
;Denisia albimaculea
;Delplanqueia dilutella
;Dasystoma salicella
;Dasycera oliviella
;Dahlica triquetrella
;Cynaeda dentalis
;Cydia succedana
;Cydia strobilella
;Cydia splendana
;Cydia servillana
;Cydia pactolana
;Cydia microgrammana
;Cydia leguminana
;Cydia inquinatana
;Cydia injectiva
;Cydia indivisa
;Cydia illutana
;Cydia fagiglandana
;Cydia cosmophorana
;Cydia corollana
;Cydia coniferana
;Cydia conicolana
;Cydia cognatana
;Cydia amplana
;Cucullia caninae
;Cryptoblabes gnidiella
;Cryptoblabes bistriga
;Crocidosema plebejana
;Crassa unitella
;Crassa tinctella
;Crambus uliginosellus
;Crambus silvella
;Crambus pratella
;Crambus perlella
;Crambus pascuella
;Crambus leucoschalis
;Crambus lathoniellus
;Crambus hamella
;Crambus ericella
;Cosmopterix zieglerella
;Cosmopterix scribaiella
;Cosmopterix schmidiella
;Cosmopterix pulchrimella
;Cosmopterix orichalcea
;Cosmopterix lienigiella
;Coptotriche marginea
;Coptotriche heinemanni
;Coptotriche gaunacella
;Coptotriche angusticollella
;Copipanolis styracis
;Conogethes punctiferalis
;Commophila aeneana
;Coleotechnites piceaella
;Coleophora wockeella
;Coleophora vulnerariae
;Coleophora vitisella
;Coleophora virgaureae
;Coleophora violacea
;Coleophora vibicigerella
;Coleophora vibicella
;Coleophora vestianella
;Coleophora versurella
;Coleophora trochilella
;Coleophora trigeminella
;Coleophora tricolor
;Coleophora therinella
;Coleophora tamesis
;Coleophora taeniipennella
;Coleophora sylvaticella
;Coleophora striatipennella
;Coleophora sternipennella
;Coleophora squamosella
;Coleophora solitariella
;Coleophora siccifolia
;Coleophora serratella
;Coleophora serpylletorum
;Coleophora saxicolella
;Coleophora saturatella
;Coleophora salinella
;Coleophora salicorniae
;Coleophora ramosella
;Coleophora pyrrhulipennella
;Coleophora prunifoliae
;Coleophora potentillae
;Coleophora peribenanderi
;Coleophora pennella
;Coleophora paripennella
;Coleophora pappiferella
;Coleophora otidipennella
;Coleophora orbitella
;Coleophora ochrea
;Coleophora nutantella
;Coleophora niveicostella
;Coleophora milvipennis
;Coleophora mayrella
;Coleophora maritimella
;Coleophora lutipennella
;Coleophora lutarea
;Coleophora lusciniaepennella
;Coleophora lixella
;Coleophora lithargyrinella
;Coleophora linosyridella
;Coleophora lineolea
;Coleophora limosipennella
;Coleophora limoniella
;Coleophora lassella
;Coleophora kuehnella
;Coleophora juncicolella
;Coleophora inulae
;Coleophora idaeella
;Coleophora ibipennella
;Coleophora hydrolapathella
;Coleophora hemerobiella
;Coleophora gryphipennella
;Coleophora glitzella
;Coleophora glaucicolella
;Coleophora genistae
;Coleophora gardesanella
;Coleophora galbulipennella
;Coleophora fuscocuprella
;Coleophora frischella
;Coleophora follicularis
;Coleophora flavipennella
;Coleophora discordella
;Coleophora deviella
;Coleophora deauratella
;Coleophora currucipennella
;Coleophora coracipennella
;Coleophora conyzae
;Coleophora conspicuella
;Coleophora clypeiferella
;Coleophora chalcogrammella
;Coleophora calycotomella
;Coleophora caespititiella
;Coleophora binderella
;Coleophora betulella
;Coleophora badiipennella
;Coleophora atriplicis
;Coleophora asteris
;Coleophora artemisicolella
;Coleophora argentula
;Coleophora arctostaphyli
;Coleophora antennariella
;Coleophora amethystinella
;Coleophora alticolella
;Coleophora alnifoliae
;Coleophora albitarsella
;Coleophora albidella
;Coleophora albicosta
;Coleophora albicans
;Coleophora albella
;Coleophora ahenella
;Coleophora aestuariella
;Coleophora adspersella
;Coleophora adjunctella
;Coleophora adjectella
;Cochylis roseana
;Cochylis nana
;Cochylis molliculana
;Cochylis hybridella
;Cochylis flaviciliana
;Cochylis dubitana
;Cochylis atricapitana
;Cochylimorpha straminea
;Cochylimorpha alternana
;Cochylidia rupicola
;Cochylidia implicitana
;Cochylidia heydeniana
;Cnephasia pasiuana
;Cnephasia longana
;Cnephasia gueneana
;Cnephasia genitalana
;Cnephasia conspersana
;Cnephasia communana
;Clepsis trileucana
;Clepsis senecionana
;Clepsis rurinana
;Clepsis melaleucanus
;Clepsis coriacana
;Clepsis consimilana
;Clavigesta sylvestrana
;Chrysoteuchia culmella
;Chrysoesthia sexguttella
;Chrysoesthia drurella
;Chrysocrambus linetella
;Chrysocrambus craterella
;Chrysoclista linneella
;Chrysoclista lathamella
;Choristoneura lafauryana
;Choristoneura hebenstreitella
;Choristoneura diversana
;Choreutis diana
;Chionodes fumatella
;Chionodes distinctella
;Chilo phragmitella
;Ceratophaga orientalis
;Ceratophaga haidarabadi
;Cephimallota crassiflavella
;Cephimallota colongella
;Celypha woodiana
;Celypha striana
;Celypha rurestrana
;Celypha rufana
;Celypha rosaceana
;Celypha rivulana
;Celypha lacunana
;Celypha doubledayana
;Celypha cespitana
;Celypha aurofasciana
;Cedestis subfasciella
;Cedestis gysseleniella
;Cauchas rufimitrella
;Cauchas fibulella
;Catoptria verellus
;Catoptria speculalis
;Catoptria pinella
;Catoptria permutatellus
;Catoptria osthelderi
;Catoptria margaritella
;Catoptria lythargyrella
;Catoptria furcatellus
;Catoptria falsella
;Caryocolum viscariella
;Caryocolum vicinella
;Caryocolum tricolorella
;Caryocolum proxima
;Caryocolum marmorea
;Caryocolum kroesmanniella
;Caryocolum junctella
;Caryocolum huebneri
;Caryocolum fraternella
;Caryocolum blandulella
;Caryocolum blandelloides
;Caryocolum blandella
;Caryocolum alsinella
;Carpatolechia proximella
;Carpatolechia notatella
;Carpatolechia fugitivella
;Carpatolechia decorella
;Carpatolechia alburnella
;Carcina quercana
;Capua vulgana
;Canephora hirsuta
;Calybites phasianipennella
;Calybites hauderi
;Caloptilia stigmatella
;Caloptilia semifascia
;Caloptilia rufipennella
;Caloptilia robustella
;Caloptilia populetorum
;Caloptilia hemidactylella
;Caloptilia falconipennella
;Caloptilia elongella
;Caloptilia cuculipennella
;Caloptilia betulicola
;Caloptilia alchimiella
;Callisto denticulella
;Callisto coffeella
;Calamotropha paludella
;Bucculatrix ulmifoliae
;Bucculatrix ulmella
;Bucculatrix thoracella
;Bucculatrix nigricomella
;Bucculatrix maritima
;Bucculatrix humiliella
;Bucculatrix frangutella
;Bucculatrix demaryella
;Bucculatrix cristatella
;Bucculatrix cidarella
;Bucculatrix bechsteinella
;Bucculatrix artemisiella
;Bucculatrix albedinella
;Bryotropha umbrosella
;Bryotropha terrella
;Bryotropha similis
;Bryotropha senectella
;Bryotropha politella
;Bryotropha galbanella
;Bryotropha figulella
;Bryotropha dryadella
;Bryotropha domestica
;Bryotropha desertella
;Bryotropha boreella
;Bryotropha basaltinella
;Bryotropha affinis
;Brachmia inornatella
;Brachmia blandella
;Borkhausenia minutella
;Borkhausenia fuscescens
;Bohemannia quadrimaculella
;Bohemannia pulverosella
;Bohemannia auriciliella
;Blastodacna hellerella
;Blastobasis vittata
;Blastobasis rebeli
;Blastobasis phycidella
;Blastobasis lacticolella
;Blastobasis adustella
;Bisigna procerella
;Bilberry Tortrix
;Beet Moth
;Bedellia somnulentella
;Batrachedra praeangusta
;Batrachedra pinicolella
;Batrachedra parvulipunctella
;Batia lunaris
;Batia lambdella
;Batia internella
;Barea asbolaea
;Bankesia conspurcatella
;Bactra robustana
;Bactra lancealana
;Bactra lacteana
;Bactra furfurana
;Bacotia claustrella
;Auximobasis normalis
;Augasma aeratella
;Athrips tetrapunctella
;Athrips mouffetella
;Atemelia torquatella
;Ateliotum insularis
;Assara terebrella
;Aspilapteryx tringipennella
;Aroga velocella
;Aristotelia subdecurtella
;Aristotelia ericinella
;Aristotelia brizella
;Argyrotaenia ljungiana
;Argyroploce arbutella
;Argyresthia trifasciata
;Argyresthia spinosella
;Argyresthia sorbiella
;Argyresthia semitestacella
;Argyresthia semifusca
;Argyresthia retinella
;Argyresthia pygmaeella
;Argyresthia praecocella
;Argyresthia laevigatella
;Argyresthia ivella
;Argyresthia goedartella
;Argyresthia glaucinella
;Argyresthia glabratella
;Argyresthia dilectella
;Argyresthia curvella
;Argyresthia cupressella
;Argyresthia brockeella
;Argyresthia bonnetella
;Argyresthia aurulentella
;Argyresthia arceuthina
;Argyresthia albistria
;Argyresthia abdominalis
;Argolamprotes micella
;Archips semiferanus
;Archips oporana
;Archips betulana
;Archips argyrospila
;Archinemapogon yildizae
;Aproaerema anthyllidella
;Apotomis turbidana
;Apotomis sororculana
;Apotomis semifasciana
;Apotomis sauciana
;Apotomis lineana
;Apotomis infida
;Apotomis capreana
;Apotomis betuletana
;Apomyelois bistriatella
;Apodia bifractella
;Aplota palpellus
;Aphomia zelleri
;Aphomia sabella
;Aphelia unitana
;Antispila treitschkiella
;Antispila metallella
;Antigastra catalaunalis
;Antichloris eriphia
;Anthophila fabriciana
;Anerastia lotella
;Ancylosis oblitella
;Ancylosis cinnamomella
;Ancylolomia tentaculella
;Ancylodes pallens
;Ancylis upupana
;Ancylis unguicella
;Ancylis unculana
;Ancylis uncella
;Ancylis tineana
;Ancylis subarcuana
;Ancylis paludana
;Ancylis obtusana
;Ancylis myrtillana
;Ancylis mitterbacheriana
;Ancylis laetana
;Ancylis geminana
;Ancylis diminutana
;Ancylis comptana
;Ancylis badiana
;Ancylis apicella
;Ancylis achatana
;Anatrachyntis simplex
;Anatrachyntis badia
;Anarsia spartiella
;Anania verbascalis
;Anania terrealis
;Anania stachydalis
;Anania perlucidalis
;Anania lancealis
;Anania fuscalis
;Anania funebris
;Anania crocealis
;Anania coronata
;Anacampsis temerella
;Anacampsis populella
;Anacampsis blattariella
;Amphisbatis incongruella
;Altenia scriptella
;Aleimma loeflingiana
;Alabonia geoffrella
;Agrotis deprivata
;Agrotera nemoralis
;Agriphila tristella
;Agriphila straminella
;Agriphila selasella
;Agriphila poliellus
;Agriphila latistria
;Agriphila inquinatella
;Agriphila geniculea
;Agonopterix yeatiana
;Agonopterix umbellana
;Agonopterix subpropinquella
;Agonopterix scopariella
;Agonopterix rotundella
;Agonopterix putridella
;Agonopterix purpurea
;Agonopterix propinquella
;Agonopterix pallorella
;Agonopterix ocellana
;Agonopterix nervosa
;Agonopterix nanatella
;Agonopterix liturosa
;Agonopterix kuznetzovi
;Agonopterix kaekeritziana
;Agonopterix heracliana
;Agonopterix curvipunctosa
;Agonopterix conterminella
;Agonopterix cnicella
;Agonopterix ciliella
;Agonopterix carduella
;Agonopterix capreolella
;Agonopterix bipunctosa
;Agonopterix atomella
;Agonopterix astrantiae
;Agonopterix assimilella
;Agonopterix arenella
;Agonopterix angelicella
;Agonopterix alstromeriana
;Aglossa ocellalis
;Agdistis meridionalis
;Agdistis bennetii
;Agassiziella angulipennis
;Agapeta zoegana
;Agapeta hamana
;Aethes williana
;Aethes tesserana
;Aethes smeathmanniana
;Aethes rutilana
;Aethes rubigana
;Aethes piercei
;Aethes margarotana
;Aethes margaritana
;Aethes hartmanniana
;Aethes francillana
;Aethes dilucidana
;Aethes cnicana
;Aethes beatricella
;Adoxophyes privatana
;Adela reaumurella
;Adela cuprella
;Adela croesella
;Acrolepiopsis marcidella
;Acrolepiopsis betulella
;Acrolepia autumnitella
;Acroclita subsequana
;Acrocercops brongniardella
;Acrobasis tumidana
;Acrobasis suavella
;Acrobasis repandana
;Acrobasis marmorea
;Acrobasis consociella
;Acrobasis advenella
;Acompsia schmidtiellus
;Acompsia cinerella
;Acleris umbrana
;Acleris sparsana
;Acleris shepherdana
;Acleris schalleriana
;Acleris rufana
;Acleris permutana
;Acleris notana
;Acleris maccana
;Acleris lorquiniana
;Acleris logiana
;Acleris literana
;Acleris lipsiana
;Acleris laterana
;Acleris kochiella
;Acleris hyemana
;Acleris holmiana
;Acleris hastiana
;Acleris forsskaleana
;Acleris ferrugana
;Acleris emargana
;Acleris effractana
;Acleris cristana
;Acleris caledoniana
;Acleris bergmanniana
;Acleris aspersana
;Acleris abietana
;Acanthopsyche atra
